"year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","percent_vote"
2020,"COLORADO","CO","SEDGWICK",8115,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1121,1446,20210622,"TOTAL",77.5242047026279
2020,"COLORADO","CO","SUMMIT",8117,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",12631,18479,20210622,"TOTAL",68.3532658693652
2020,"COLORADO","CO","YUMA",8125,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4107,4981,20210622,"TOTAL",82.4533226259787
2020,"FLORIDA","FL","ALACHUA",12001,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",89704,142604,20210622,"TOTAL",62.9042663599899
2020,"FLORIDA","FL","BRADFORD",12007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10334,13632,20210622,"TOTAL",75.8069248826291
2020,"FLORIDA","FL","CHARLOTTE",12015,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",73243,116340,20210622,"TOTAL",62.9559910606842
2020,"FLORIDA","FL","CITRUS",12017,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",65352,93208,20210622,"TOTAL",70.114153291563
2020,"FLORIDA","FL","DIXIE",12029,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6759,8167,20210622,"TOTAL",82.7598873515367
2020,"FLORIDA","FL","FLAGLER",12035,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",43043,71716,20210622,"TOTAL",60.0186848123153
2020,"FLORIDA","FL","GILCHRIST",12041,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7895,9685,20210622,"TOTAL",81.5178110480124
2020,"FLORIDA","FL","GLADES",12043,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3782,5193,20210622,"TOTAL",72.8288080107837
2020,"FLORIDA","FL","GULF",12045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6113,8163,20210622,"TOTAL",74.8866838172241
2020,"FLORIDA","FL","HARDEE",12049,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6122,8485,20210622,"TOTAL",72.1508544490277
2020,"FLORIDA","FL","HENDRY",12051,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7906,12940,20210622,"TOTAL",61.097372488408
2020,"FLORIDA","FL","HERNANDO",12053,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",70412,108922,20210622,"TOTAL",64.6444244505242
2020,"FLORIDA","FL","HIGHLANDS",12055,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",34873,52170,20210622,"TOTAL",66.8449300364194
2020,"FLORIDA","FL","HOLMES",12059,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8080,9068,20210622,"TOTAL",89.1045434494927
2020,"FLORIDA","FL","LAFAYETTE",12067,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3128,3658,20210622,"TOTAL",85.5112083105522
2020,"FLORIDA","FL","LEVY",12075,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",16749,23145,20210622,"TOTAL",72.3655217109527
2020,"FLORIDA","FL","LIBERTY",12077,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2846,3561,20210622,"TOTAL",79.9213704015726
2020,"FLORIDA","FL","MANATEE",12081,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",124987,216958,20210622,"TOTAL",57.608845951751
2020,"FLORIDA","FL","OKEECHOBEE",12093,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11470,15954,20210622,"TOTAL",71.8941958129623
2020,"FLORIDA","FL","PASCO",12101,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",179621,301970,20210622,"TOTAL",59.4830612312481
2020,"FLORIDA","FL","SARASOTA",12115,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",148370,270575,20210622,"TOTAL",54.8350734546799
2020,"FLORIDA","FL","SUWANNEE",12121,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",16410,21057,20210622,"TOTAL",77.9313292491808
2020,"FLORIDA","FL","VOLUSIA",12127,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",173821,307439,20210622,"TOTAL",56.5383702132781
2020,"FLORIDA","FL","WAKULLA",12129,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",12874,18404,20210622,"TOTAL",69.9521843077592
2020,"IDAHO","ID","BENEWAH",16009,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3878,4973,20210622,"TOTAL",77.9810979288156
2020,"IDAHO","ID","BOISE",16015,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3485,4820,20210622,"TOTAL",72.3029045643154
2020,"IDAHO","ID","BONNER",16017,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",18369,27335,20210622,"TOTAL",67.1995610023779
2020,"IDAHO","ID","BOUNDARY",16021,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4937,6313,20210622,"TOTAL",78.2037066370981
2020,"IDAHO","ID","CLEARWATER",16035,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3453,4419,20210622,"TOTAL",78.1398506449423
2020,"IDAHO","ID","GEM",16045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7951,9958,20210622,"TOTAL",79.8453504719823
2020,"IDAHO","ID","GOODING",16047,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4659,6050,20210622,"TOTAL",77.0082644628099
2020,"IDAHO","ID","IDAHO",16049,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7826,9602,20210622,"TOTAL",81.5038533638825
2020,"IDAHO","ID","KOOTENAI",16055,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",62837,89467,20210622,"TOTAL",70.234835190629
2020,"IDAHO","ID","OWYHEE",16073,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3819,4742,20210622,"TOTAL",80.5356389708984
2020,"IDAHO","ID","PAYETTE",16075,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8862,11293,20210622,"TOTAL",78.4733905959444
2020,"IDAHO","ID","SHOSHONE",16079,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4216,6049,20210622,"TOTAL",69.6974706563068
2020,"ILLINOIS","IL","BOND",17005,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5625,8145,20210622,"TOTAL",69.060773480663
2020,"ILLINOIS","IL","BUREAU",17011,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10411,17434,20210622,"TOTAL",59.7166456349662
2020,"ILLINOIS","IL","COLES",17029,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",14037,22606,20210622,"TOTAL",62.0941343006282
2020,"ILLINOIS","IL","DE WITT",17039,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5632,8024,20210622,"TOTAL",70.1894317048853
2020,"ILLINOIS","IL","DUPAGE",17043,"PRESIDENT","JOSEPH R BIDEN JR","DEMOCRAT",281222,485104,20210622,"TOTAL",57.9714865266005
2020,"ILLINOIS","IL","EDGAR",17045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6193,8196,20210622,"TOTAL",75.5612493899463
2020,"ILLINOIS","IL","EDWARDS",17047,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2833,3366,20210622,"TOTAL",84.1651812240048
2020,"ILLINOIS","IL","EFFINGHAM",17049,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15006,19049,20210622,"TOTAL",78.7757887553152
2020,"ILLINOIS","IL","IROQUOIS",17075,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10877,14025,20210622,"TOTAL",77.554367201426
2020,"ILLINOIS","IL","JASPER",17079,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4494,5576,20210622,"TOTAL",80.5954088952654
2020,"ILLINOIS","IL","JERSEY",17083,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8712,11937,20210622,"TOTAL",72.9831615983916
2020,"ILLINOIS","IL","JO DAVIESS",17085,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7166,12496,20210622,"TOTAL",57.3463508322663
2020,"ILLINOIS","IL","KANKAKEE",17091,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",28532,49902,20210622,"TOTAL",57.1760650875716
2020,"ILLINOIS","IL","LASALLE",17099,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",30113,53591,20210622,"TOTAL",56.1904051053349
2020,"ILLINOIS","IL","MCDONOUGH",17109,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7027,12285,20210622,"TOTAL",57.1998371998372
2020,"ILLINOIS","IL","MACOUPIN",17117,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",16153,24022,20210622,"TOTAL",67.2425276829573
2020,"ILLINOIS","IL","MASSAC",17127,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4997,6813,20210622,"TOTAL",73.3450755907823
2020,"ILLINOIS","IL","MOULTRIE",17139,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4964,6744,20210622,"TOTAL",73.6061684460261
2020,"ILLINOIS","IL","PIATT",17147,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6248,9822,20210622,"TOTAL",63.6122989207901
2020,"ILLINOIS","IL","POPE",17151,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1722,2175,20210622,"TOTAL",79.1724137931034
2020,"ILLINOIS","IL","SALINE",17165,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8103,11066,20210622,"TOTAL",73.2242906199169
2020,"ILLINOIS","IL","WABASH",17185,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4237,5593,20210622,"TOTAL",75.7554085463973
2020,"ILLINOIS","IL","WOODFORD",17203,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",14799,21432,20210622,"TOTAL",69.0509518477044
2020,"INDIANA","IN","BLACKFORD",18009,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3841,5351,20210622,"TOTAL",71.7809755185947
2020,"INDIANA","IN","DAVIESS",18027,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9576,11954,20210622,"TOTAL",80.1070771289945
2020,"INDIANA","IN","DEARBORN",18029,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",19528,25383,20210622,"TOTAL",76.9333806090691
2020,"INDIANA","IN","DUBOIS",18037,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15033,21770,20210622,"TOTAL",69.0537436839688
2020,"INDIANA","IN","FOUNTAIN",18045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6154,7986,20210622,"TOTAL",77.0598547458052
2020,"INDIANA","IN","GIBSON",18051,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11817,16161,20210622,"TOTAL",73.1204752181177
2020,"INDIANA","IN","JAY",18075,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6361,8461,20210622,"TOTAL",75.1802387424654
2020,"INDIANA","IN","JENNINGS",18079,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9490,12251,20210622,"TOTAL",77.4630642396539
2020,"INDIANA","IN","LAGRANGE",18087,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8110,10633,20210622,"TOTAL",76.271983447757
2020,"INDIANA","IN","MIAMI",18103,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10925,14473,20210622,"TOTAL",75.4853865819111
2020,"INDIANA","IN","PARKE",18121,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5400,7013,20210622,"TOTAL",76.9998574076715
2020,"INDIANA","IN","POSEY",18129,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9206,13236,20210622,"TOTAL",69.5527349652463
2020,"INDIANA","IN","STARKE",18149,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7466,10290,20210622,"TOTAL",72.555879494655
2020,"INDIANA","IN","STEUBEN",18151,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11327,16162,20210622,"TOTAL",70.084148001485
2020,"INDIANA","IN","SWITZERLAND",18155,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3133,4154,20210622,"TOTAL",75.4212806933077
2020,"INDIANA","IN","TIPTON",18159,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6110,8116,20210622,"TOTAL",75.2833908329226
2020,"INDIANA","IN","VERMILLION",18165,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5184,7481,20210622,"TOTAL",69.2955487234327
2020,"KANSAS","KS","BARBER",20007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2014,2342,20210622,"TOTAL",85.9948761742101
2020,"KANSAS","KS","BOURBON",20011,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5023,6676,20210622,"TOTAL",75.2396644697424
2020,"KANSAS","KS","CHAUTAUQUA",20019,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1402,1639,20210622,"TOTAL",85.5399633923124
2020,"KANSAS","KS","CLOUD",20029,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3242,4263,20210622,"TOTAL",76.0497302369224
2020,"KANSAS","KS","COFFEY",20031,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3489,4565,20210622,"TOTAL",76.4293537787514
2020,"KANSAS","KS","COWLEY",20035,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9656,14231,20210622,"TOTAL",67.851872672335
2020,"KANSAS","KS","DECATUR",20039,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1260,1498,20210622,"TOTAL",84.1121495327103
2020,"KANSAS","KS","DICKINSON",20041,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7126,9349,20210622,"TOTAL",76.2220558348486
2020,"KANSAS","KS","DONIPHAN",20043,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2976,3709,20210622,"TOTAL",80.2372607171744
2020,"KANSAS","KS","ELK",20049,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1140,1361,20210622,"TOTAL",83.7619397501837
2020,"KANSAS","KS","ELLSWORTH",20053,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2148,2853,20210622,"TOTAL",75.2891692954784
2020,"KANSAS","KS","GOVE",20063,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1291,1471,20210622,"TOTAL",87.7634262406526
2020,"KANSAS","KS","GREELEY",20071,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",549,641,20210622,"TOTAL",85.6474258970359
2020,"KANSAS","KS","GREENWOOD",20073,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2444,3077,20210622,"TOTAL",79.4280142996425
2020,"KANSAS","KS","JEWELL",20089,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1387,1628,20210622,"TOTAL",85.1965601965602
2020,"KANSAS","KS","KINGMAN",20095,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3130,3949,20210622,"TOTAL",79.260572296784
2020,"KANSAS","KS","LABETTE",20099,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5735,8563,20210622,"TOTAL",66.9741912881
2020,"KANSAS","KS","LANE",20101,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",762,895,20210622,"TOTAL",85.1396648044693
2020,"KANSAS","KS","LEAVENWORTH",20103,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",21610,36490,20210622,"TOTAL",59.2217045765963
2020,"KANSAS","KS","LINN",20107,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4048,5046,20210622,"TOTAL",80.221957986524
2020,"KANSAS","KS","MORRIS",20127,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2124,2899,20210622,"TOTAL",73.2666436702311
2020,"KANSAS","KS","MORTON",20129,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1034,1198,20210622,"TOTAL",86.3105175292154
2020,"KANSAS","KS","NEMAHA",20131,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4664,5684,20210622,"TOTAL",82.054890921886
2020,"KANSAS","KS","NEOSHO",20133,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4970,6877,20210622,"TOTAL",72.2698851243275
2020,"KANSAS","KS","NESS",20135,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1339,1513,20210622,"TOTAL",88.4996695307336
2020,"KANSAS","KS","NORTON",20137,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2007,2415,20210622,"TOTAL",83.1055900621118
2020,"KANSAS","KS","OSBORNE",20141,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1629,1945,20210622,"TOTAL",83.7532133676093
2020,"KANSAS","KS","PHILLIPS",20147,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2418,2781,20210622,"TOTAL",86.9471413160734
2020,"KANSAS","KS","PRATT",20151,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3108,4137,20210622,"TOTAL",75.1269035532995
2020,"KANSAS","KS","RENO",20155,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",18443,27941,20210622,"TOTAL",66.0069432017465
2020,"KANSAS","KS","REPUBLIC",20157,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2182,2657,20210622,"TOTAL",82.1226947685359
2020,"KANSAS","KS","RICE",20159,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3262,4319,20210622,"TOTAL",75.5267423014587
2020,"KANSAS","KS","ROOKS",20163,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2325,2699,20210622,"TOTAL",86.1430159318266
2020,"KANSAS","KS","RUSH",20165,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1350,1677,20210622,"TOTAL",80.5008944543828
2020,"KANSAS","KS","SHERIDAN",20179,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1282,1445,20210622,"TOTAL",88.719723183391
2020,"KANSAS","KS","SMITH",20183,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1763,2129,20210622,"TOTAL",82.8088304368248
2020,"KANSAS","KS","STAFFORD",20185,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1645,2034,20210622,"TOTAL",80.8751229105211
2020,"KANSAS","KS","STEVENS",20189,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1760,2031,20210622,"TOTAL",86.656819300837
2020,"KANSAS","KS","SUMNER",20191,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8105,10928,20210622,"TOTAL",74.1672767203514
2020,"KANSAS","KS","TREGO",20195,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1363,1630,20210622,"TOTAL",83.6196319018405
2020,"KANSAS","KS","WABAUNSEE",20197,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2845,3902,20210622,"TOTAL",72.9113275243465
2020,"KANSAS","KS","WALLACE",20199,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",770,825,20210622,"TOTAL",93.3333333333333
2020,"KANSAS","KS","WICHITA",20203,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",808,968,20210622,"TOTAL",83.4710743801653
2020,"KANSAS","KS","WOODSON",20207,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1228,1546,20210622,"TOTAL",79.4307891332471
2020,"KENTUCKY","KY","ALLEN",21003,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7586,9363,20210622,"ELECTION DAY",81.0210402648724
2020,"KENTUCKY","KY","BALLARD",21007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3356,4225,20210622,"ELECTION DAY",79.4319526627219
2020,"KENTUCKY","KY","BARREN",21009,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",14654,20055,20210622,"ELECTION DAY",73.0690600847669
2020,"KENTUCKY","KY","BATH",21011,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3986,5627,20210622,"ELECTION DAY",70.8370357206327
2020,"KENTUCKY","KY","BELL",21013,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8140,10044,20210622,"ELECTION DAY",81.0434090003982
2020,"KENTUCKY","KY","BRACKEN",21023,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3398,4244,20210622,"ELECTION DAY",80.0659754948162
2020,"KENTUCKY","KY","BREATHITT",21025,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4265,5661,20210622,"ELECTION DAY",75.3400459282812
2020,"KENTUCKY","KY","BRECKINRIDGE",21027,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7701,10197,20210622,"ELECTION DAY",75.5222124154163
2020,"KENTUCKY","KY","BULLITT",21029,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",30708,41964,20210622,"ELECTION DAY",73.1770088647412
2020,"KENTUCKY","KY","BUTLER",21031,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4960,6122,20210622,"ELECTION DAY",81.0192747468148
2020,"KENTUCKY","KY","CALLOWAY",21035,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11351,17443,20210622,"ELECTION DAY",65.0748151120793
2020,"KENTUCKY","KY","CARLISLE",21039,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2159,2638,20210622,"ELECTION DAY",81.8423047763457
2020,"KENTUCKY","KY","CASEY",21045,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6179,7171,20210622,"ELECTION DAY",86.1665039743411
2020,"KENTUCKY","KY","CLINTON",21053,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4280,4932,20210622,"ELECTION DAY",86.7802108678021
2020,"KENTUCKY","KY","ELLIOTT",21063,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2246,2995,20210622,"ELECTION DAY",74.991652754591
2020,"KENTUCKY","KY","ESTILL",21065,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5100,6538,20210622,"ELECTION DAY",78.0055062710309
2020,"KENTUCKY","KY","FLEMING",21069,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5534,7066,20210622,"ELECTION DAY",78.3187093121993
2020,"KENTUCKY","KY","GALLATIN",21077,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2955,3849,20210622,"ELECTION DAY",76.7731878409977
2020,"KENTUCKY","KY","GARRARD",21079,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6754,8703,20210622,"ELECTION DAY",77.6054234172125
2020,"KENTUCKY","KY","GRAVES",21083,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",13206,17018,20210622,"ELECTION DAY",77.600188036197
2020,"KENTUCKY","KY","GRAYSON",21085,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9453,11983,20210622,"ELECTION DAY",78.8867562380038
2020,"KENTUCKY","KY","GREEN",21087,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4838,5812,20210622,"ELECTION DAY",83.2415691672402
2020,"KENTUCKY","KY","GREENUP",21089,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",13064,18176,20210622,"ELECTION DAY",71.875
2020,"KENTUCKY","KY","HARLAN",21095,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",9367,10971,20210622,"ELECTION DAY",85.3796372254125
2020,"KENTUCKY","KY","HART",21099,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6345,8369,20210622,"ELECTION DAY",75.8155096188314
2020,"KENTUCKY","KY","HICKMAN",21105,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1714,2199,20210622,"ELECTION DAY",77.9445202364711
2020,"KENTUCKY","KY","KNOTT",21119,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4779,6251,20210622,"ELECTION DAY",76.4517677171653
2020,"KENTUCKY","KY","KNOX",21121,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",11012,13273,20210622,"ELECTION DAY",82.9654185187976
2020,"KENTUCKY","KY","LARUE",21123,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5685,7301,20210622,"ELECTION DAY",77.8660457471579
2020,"KENTUCKY","KY","LESLIE",21131,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4321,4811,20210622,"ELECTION DAY",89.8150072749948
2020,"KENTUCKY","KY","LEWIS",21135,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4986,5883,20210622,"ELECTION DAY",84.7526772055074
2020,"KENTUCKY","KY","MCCREARY",21147,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5664,6435,20210622,"ELECTION DAY",88.018648018648
2020,"KENTUCKY","KY","MCLEAN",21149,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3633,4782,20210622,"ELECTION DAY",75.9723964868256
2020,"KENTUCKY","KY","MAGOFFIN",21153,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4174,5446,20210622,"ELECTION DAY",76.6434080058759
2020,"KENTUCKY","KY","MENIFEE",21165,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2311,3102,20210622,"ELECTION DAY",74.5003223726628
2020,"KENTUCKY","KY","METCALFE",21169,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3959,5012,20210622,"ELECTION DAY",78.9904229848364
2020,"KENTUCKY","KY","MONROE",21171,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4628,5330,20210622,"ELECTION DAY",86.8292682926829
2020,"KENTUCKY","KY","MUHLENBERG",21177,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",10496,14229,20210622,"ELECTION DAY",73.7648464403683
2020,"KENTUCKY","KY","NELSON",21179,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",15703,23245,20210622,"ELECTION DAY",67.5543127554313
2020,"KENTUCKY","KY","OHIO",21183,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8582,11127,20210622,"ELECTION DAY",77.1277073784488
2020,"KENTUCKY","KY","OWEN",21187,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",4292,5456,20210622,"ELECTION DAY",78.6656891495601
2020,"KENTUCKY","KY","OWSLEY",21189,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",1670,1895,20210622,"ELECTION DAY",88.1266490765172
2020,"KENTUCKY","KY","PENDLETON",21191,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5515,6925,20210622,"ELECTION DAY",79.6389891696751
2020,"KENTUCKY","KY","ROBERTSON",21201,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",884,1146,20210622,"ELECTION DAY",77.1378708551483
2020,"KENTUCKY","KY","ROCKCASTLE",21203,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",6577,7783,20210622,"ELECTION DAY",84.5046897083387
2020,"KENTUCKY","KY","RUSSELL",21207,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7506,8939,20210622,"ELECTION DAY",83.9691240630943
2020,"KENTUCKY","KY","SPENCER",21215,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",8737,11429,20210622,"ELECTION DAY",76.445883279377
2020,"KENTUCKY","KY","TRIGG",21221,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",5487,7375,20210622,"ELECTION DAY",74.4
2020,"KENTUCKY","KY","TRIMBLE",21223,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3227,4319,20210622,"ELECTION DAY",74.7163695299838
2020,"KENTUCKY","KY","WOLFE",21237,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",2097,2979,20210622,"ELECTION DAY",70.392749244713
2020,"LOUISIANA","LA","ACADIA",22001,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",22596,28425,20210622,"TOTAL",79.4934036939314
2020,"LOUISIANA","LA","ASSUMPTION",22007,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",7271,11235,20210622,"TOTAL",64.7174009790832
2020,"LOUISIANA","LA","AVOYELLES",22009,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",12028,17292,20210622,"TOTAL",69.558177191765
2020,"LOUISIANA","LA","BEAUREGARD",22011,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",13575,16357,20210622,"TOTAL",82.9919911964297
2020,"LOUISIANA","LA","BIENVILLE",22013,"PRESIDENT","DONALD J TRUMP","REPUBLICAN",3891,7050,20210622,"TOTAL",55.1914893617021
